id,sentence,label
819,"the argument here is simply that these two closure measures are used to spot when a sublanguage corpus approaches closure -- that is , when the curve of new types• and new combinations of type with token begins to flatten at a rate below ten percent .",0
820,the scores are used to assess summary quality across a collection of test documents in order to produce an average for an algorithm or system .,0
821,"in this dialogue , the user utterance u2 is a modification of u1 , indicating `` how can i reply emails by mew ? '' .",0
822,"the simple method that we have firstly used is the nearest neighbour algorithm : given a new sentence , the closest match among the corpus of sentences of known prosody is retrieved and used to infer the prosody of the new sentence .",1
823,"that is , if the question is `` who is the author of options ?",0
824,"the type of an lcs node is one of event , state , path , manner , property or thing , loosely correlated with verbs prepositions , adverbs , adjectives and nouns .",1
825,"if the extended information is not explicitly presented in the text , the default value provides the assumption based on the world knowledge .",0
826,4 the positive~negative effect of a node x on a node y is the hypothetical belief in node y after propagating a high/low belief in node x ( which represents a true/false belief in the corresponding proposition ) .,0
827,the structure of the tree represents the rhetorical structure of the briefing .,0
828,"the different values for crossover ranged from 0.65 to 0.95 , in steps of 0.05 .",0
829,"as we begin the 21 ~ ' century , users of online materials are faced with having to process , utilise and exploit documents that may be in one of many languages or a combination of languages .",0
830,"it is fairly simple to extract the details of the items from initializers with this basic form , as the modification of the hypernym takes the form of a relative clause , a prepositional phrase or an adjectival phrase .",0
831,a dmc of a given word w is a list of its microcontext elements ( mces ) .,1
832,"hence , we built a two-stage statistical model of human-human dialogues using the cmu corpus .",0
833,the only consideration is the computation of the chain score .,0
834,"if a user is using the system for the first time , a good indication of the initial user expertise level is the level of detail and technical complexity of the initial query .",0
835,"in this matrix : the rows and colunms correspond to words and the ith diagonal element denotes the number of documents in which the word wl appears , f ( wi ) .",1
836,"if there is an sdr [ w , dt , wd or [ wl , dt ' , w ] , then w~ and the dependency type dt or dt ' , respectively , constitute a mierocontext element [ dt , wd or [ wl , dt ' ] , respectively , of the word w. the first case implies that w is a head word in the sdr and in the second case the word w is a dependant .",0
837,"related to this , ( freitag , 1998 ) uses words to learn only slot rules ( learned from text-relation examples ) , selecting as negative those non-positive word pairs that define a string as neither longer than the maximum length in positive examples , nor shorter than the minimum .",0
838,"then , we provide details on the measures of argument strength and importance used in selecting and ordering argument support .",0
839,sgml mark-up determines the logical structure of a document and its syntax in the form of a context-free grammar .,1
840,"figure 3 shows how different parameter setting affects the cardinality of utterances for different values of m. the ( logarithmic ) yaxis represents the cardinality of utterances , and the ( linear ) x-axis the maximal number of semantic items in one utterance .",1
841,language a template is a preined form with parameters that are specified by either the user or the application at run-time .,1
842,"figure 1 : the document titled 'two americans l~lown dead in japan quake ' figure i is the document whose topic is 'kobe japan quake ' , and the subject of the document ( event 31 words ) is 'two americans known dead in japan quake ' .",0
843,none of the above ( u5 ) u : list ( u6 ) s : by `` from bob `` do you mean : 1 . source folder 2 . sender ( ut ) u : sender ( us ) s `` 2christmas `` is a way to express : -1 . yesterday ( date relative yesterday ) 2 . tomorrow ( date relative tomorrow ) 3 . today ( date relative today ) 0 .,0
844,recall is the/dev same as coverage : the ratio between the number of correct parses produced by the specialized grammar and the total number of correct parses ( equalling the total number of sentences in the test set ) .,0
845,the problem of identifying the words string in a character sequence is known as the segmentation / tokenization problem .,1
846,"head ok filters out rules ' , where the lhs has a head category which is not found on the rhs .",0
847,"the trec-8 qa test scores of ( radev et al . , 2000 ) were also considerably lower than best qa test scores .",0
848,dialog strategies and management should be adjusted to the evolving state of the user .,0
849,the average recall over all users and all • texts is 66 . 7 % for y and 75 % for n . these averages create for the y and n chart the respective cutoff boundaries for `` yes `` ( text output is acceptable for filtering ) and `` no `` ( it is not ) .,0
850,text meaning representation is composed of a set of ontological concept instances along with ontological links among them .,1
851,there are four main steps in our approach .,0
852,"at the vp level , it is thus useless of learn contexts in which vbg does not occur in a vp ( cases which mainly correspond to occurrences of vbg in np ) .",0
853,"in the case of a tie , the lower sense nmnber from wordnet is used , since this denotes a more general concept .",0
854,any sentence that contains a proper noun whose head noun matches < x > will be highly rewarded .,0
855,"the third technique , information extraction [ radev & mckeown 98 ] identifies salient semantic roles in text ( e . g . , the place , perpetrator , and effect of a terrorist event ) and converts them to semantic templates .",1
856,then in section 4 we will show that the learnability result of valiant for k-cnf boolean concepts can be transformed to a learnability result for a grammar of string patterns denoted by a substructural variant of the k-cnf formulas .,0
857,) chi ~ il regista di `` i mostri '' ( who is the director of `` i mostri ' ) quale attore ha recitato con benigni nel film `` i1 piccolo diavolo '' ?,0
858,"for example , the sentence `` president clinton met with vernon jordon in january '' gets a score of 243.34 which is the sum of the individual eentroid values of the words ( clinton = 36.39 ; vernon = 47.54 ; jordan = 75.81 ; january = 83.60 ) .",1
859,keyword totals in the same grouping are not statistically different .,0
860,the c transition from state 4 to state 6 is a backff transition to a lower order n-gram probability .,1
861,is a suggestion : reinterpret_data.structures like ( 5 ) as compatible with descriptions of collections as well as singletons .,1
862,the markup will help disclose the underlying logical structure of documents .,0
863,"random mapping heuristic 1 precision ( % ) 49 .85 75 .21 coverage ( % ) 100 .0 59 .51 heuristic 2 74 .66 100 .0 heuristic 3 71 .87 100 .0 heuristic 4 55 .49 29 .36 heuristic 5 : 56 .48 63 .01 heuristic 6 67 .24 64 .14 table 1 : individual heuristics performance summing logistic regression decisioin tree preeisi0n ( % ) 84 .61 86 .41 93 .59 coverage ( % ) 100 .0 100 .0 77 .12 table 2 : performance and comparison of the decision tree based combination we performed 10-fold cross validation to evaluate the performance of the combination of all the heuristics using the decision tree we split the data into ten parts , reserved one part as a validation set , trained the decision tree on the other nine parts and then evaluate the reserved part .",0
864,"when there are two distinct roles across the propositions , the algorithm tries to use a universal quantifier for one role and an existential quantifier for another .",0
865,"another ( integrative ) approach improves the language model accuracy using more sophisticated recognizers , instead of a complementary language model .",0
866,"for example , ( a , adv , d ) is a dependency type expressing the relationship between words in expression `` very large `` where `` very `` is a depending adverb and `` large `` is a head adjective .",0
867,"in the simplest case , the relation is one of elaboration .",1
868,withdraw ( p ) : system withdraws from dialogue for reason p .,1
869,related w~ tagged tl do domain wore figure 1 analysis template measures 2 an embedded mt system design 4 our three systems process documents using a sequence of three software modules .,0
870,"however an organization ' s full names usually occur at its first mention , unless it is a well-known organization .",0
871,we replace the gefieration grammar with a simple statistical language model to generate more complex utterances .,0
872,an xml document is a mixture of structure ( the tags ) and surface ( text between the tags ) .,1
873,"although the precision ( so far ) is not high ( 60 % 80 % ) , it is not the most important result because ( 1 ) this only represents a minor waste of checking effort , compared with scanning the entire text , and ( 2 ) the identified errors will be checked further or corrected either manually or automatically .",0
874,"for np , the basic and reverse model produce accuracies which can compete with the highest published non-combination accuracies so far .",0
875,the transduction of the ats to the dmcs consists of the four procedures : elimination of the auxiliary nodes and joining the complex word forms into one node .,1
876,a bottom-up algorithm then constructs a lattice that encodes the strings represented by each level of the derivation tree .,0
877,a closely related statistical approach to named entity tagging specifically targeted at speech data was developed at sheffield by gotoh and renals ( 2000 ) .,0
878,note that the correlation metric c is the square root of the x 2 metric .,1
879,the actions field is a stack of ( domain ) actions which the user has been instructed to perform but has not yet performed . the lu field contains information about the latest utterance .,1
880,the number of documents in a batch may vary from a few to hundreds .,0
881,"our classification , which is a further development of the scheme in teufel and moens ( 1999 ) , can be described procedurally as a decision tree ( figure 2 ) , where five questions are asked about each sentence , concerning intellectual attribution , author stance and continuation vs . contrast .",0
882,"in the wall street journal texts , for example , the top two grammatical relations are or ( object of transitive verb ) and ppn ( prepositional phrase complement of a np ) .",0
883,"the cue `` however '' alone does not give enough information to decide whether sentence ( 3-c ) should connect to ( 3-b ) or to ( 3-a ) : further information is needed , like that there is a referential relation between the old messagepad 120 and the messagepad family .",0
884,word sense disarnbiguafion ( wsd ) is one of • the most difficult problems in nlp .,1
885,our agent plans each utterance so that multiple communicative goals may be realized opportunistically by a composite action including not only speech but also coverbal gesture that fits the context and the ongoing speech in ways representative of natural human conversation .,0
886,"the system inthelex , used to carry out this task , requires a logic representation of sentences to run the learning algorithm .",0
887,) the second item in the above equation is the mutual information between the tag sequence tin and the given token sequence g~ .,0
888,"issues of evaluation have been pre-eminent in mt since its beginning , yet there are no measures or metrics which are universally accepted as standard or adequate .",0
889,"the implemented algorithm for language/code set identification is a trainable n-graph algorithm and has been discussed in more detail elsewhere ( reeder & geisler , 1998 ) .",0
890,by referential means .,0
891,the default category of a tag is given by the ration between its number of occurrences in the structure we want to recognise and the number of occurrences in the training corpus .,0
892,"moreover , the content-based measures which rely on a ground truth are only slightly more correlated to each other than theyare to the measures which perform summary-document comparisons .",0
893,"the mdl is a principle of data compression in information theory which states that , for a given dataset , the best model is the one which requires the minimum length ( often measured in bits ) to encode the model ( the model description length ) and the data ( the data description length ) .",1
894,work has to be done to determine what is the most appropriate context for this task .,0
895,a major advantage of inductive logic programming is the ability to incorporate domain knowledge ( background knowledge ) into the inductive process .,0
896,"both of them try to expand a `` basic-keyword `` , that is a keyword direcdy derived from a natural language question .",1
897,"~b~ ( /waimao/ , appearance ) denotes a relation between concepts and relationships .",1
898,of course we are not satisfied that this metric is the best ; an advantage of the generation approach is that different evaluation methods can easily be compared .,0
899,snow determines the features ' weights using an on-line algorithm that attempts to minimize the number of mistakes on the training data using a multiplicative weight update rule ( lit88 ) .,1
900,"one exception is the work of ( radev et al. , 2000 ) at the trec-8 qa track , which uses logistic regression to rank potential answers using a training set with seven features .",0
901,section 8 shows that sharing genre/topic is a key factor ; as the wsj corpus attains better results on the press : reportage category than the rest of 213 the categories on the bc itself .,0
902,"section 3 ) , yarowsky ( 1993 ) used a measure of entropy as well as the results obtained when tagging heldout data with the collocations organized as decision lists ( el .",0
903,"in the present approach , parses are ranked according to their goodness by a statistical model built using the maximum entropy technique , which involves building a distribution over events which is the most uniform possible , given constraints derived from training data .",1
904,"10 ) u5 ( 0 . 06 ) 15 in hung long , where nauspaporo have alleged japan has been nailing baler-cost semiconductors , some electronicsmanu~acturnrn share . . . 16 `` that is a very short-term vies .",0
905,we believe that this is a direct consequence of the use of the dialogue control table .,0
906,"9 are the scientific statements expressed in this sentence attributed to the authors , the general field , or specific other n work / other work does this sentence contain material that describes the specific aim of the paper ?",0
907,the indexing process takes a group of document files and produces a new index .,1
908,"`` denotes that no corresponding word is at the position ( beginning or end of sentence ) ; a , d , q , and u are partf-speech symbols in our segmentation dictionary , representing adjective , adverb , classifier , and auxiliary , respectively .",0
909,"if f o ( e i ) > 0 , we define the lexical entry ei as positive for lexicon ~ .",0
910,this section discusses the ilp method used to build a committee of logical control hypotheses for each action .,0
911,"first , it is one of the first structurally annotated corpora in mandarin chinese .",0
912,"and hence , there is a difference between fish isa creature and fish isa animal .",0
913,then it describes how a toolbox ( the mate workbench ) has been implemented to support the markup framework by enabling annotation on the basis of any coding scheme expressed according to the framework .,0
914,fra : : country -- > [ ] .,0
915,the third structure is a list marked by bullets .,0
916,"if the name of the surgeon is not available but the identifiers for the surgeon entities across the propositions are the same , the system will generate `` the same surgeon operated on each patient .",0
917,the core of transtype is a completion engine which comprises two main parts : an evaluator which assigns probabilistic scores to completion .,1
918,"extract the candidate senses that satisfy the parallel polysemy criterion , in three variants : experiment 1 : sets of senses that have parallel translations in at least two out of the four target languages .",0
919,"some details on measures based on subjects ' self-reports can be examined in figure 4 , which shows an excerpt from the final questionnaire that subjects are asked to fill out at the end of the interaction .",0
920,motion is a type of framing event where the path is in the main verb for vfls and in the satellite for sfls .,1
921,"the most likely string in the word lattice is then decoded as follows : ^ w~ = argmax ( ~t o ~wt ) = arg max p ( ~vt i ) ~t ) ( 6 ) where o is the composition operation defined for weighted finite-state machines ( pereira and riley , 1997 ) .",1
922,"second , there is the assumption that the set of conversational grunts is small .",0
923,"in this syntactic category , we single out a subclass of sentences according to one possible semantic connection between the two clauses .",0
924,figure 2 gives a simpler decision tree that predicts the grammatical relation of a mention for enearta at variety of kernel functions .,0
925,"guideline ( a ) given the reader 's amvf , it is straightforward to establish what represent supporting or opposing evidence for an argument with a given argumentative intent and a given subject .",0
926,"we will pay special attention to localcontent collocations , as they are the strongest , and also closer to strict definitions of collocation .",1
927,"( 1996 ) , who study the topic of author identification , apply statistical measures and methods on syntactic rewrite rules resulting by processing a given set of texts .",0
928,"in the theory of discourse structure developed by grosz and sidner ( 1986 ) , each discourse segment exhibits two types of coherence : local coherence among utterances inside the segment , and global coherence between this segment and other discourse segments .",0
929,assume now that it is the task of an mgen system to produce from a knowledge base texts ( 4 ) and ( 6 ) .,0
930,"we use tg/2 , a rule-based engine that covers the continuum between templates and syntactic generation ( busemann , 1996 ) .",1
931,"in figure 3 , it was not necessary for the application to specify that the conjunction of two noun phrases is a parallel noun phrase , nor that component noun phrases ( proper nouns , pronouns , and possessives ) should not , contain an article .",1
932,a perl program presents to one expert all the n-v pairs that appear in one sentence in a part of the corpus and include one of the studied nouns .,0
933,"for many nlg applications , the notion of compatibility defined above is a useful hard constraint ; even if violations of this constraint are sometimes acceptable , they are not essential .",0
934,"the answer u7 is a valid response to $ 6 and produces a new opm , see figure 14 .",0
935,"among the most important wins over the traditional `` piping `` approach to filter assembly is the ability to impose build-time restrictions on the component assembly , disallowing `` illegal `` compositions .",0
936,"for example , if di imposes a uniform distribution , then di ( x ) = 1/emax where every sentence expresses at least 1 parameter and emax is the maximum number of parameters expressed by any sentence .",1
937,"words or word tags ) ,",0
938,"for instance , if a sentence does not have a relative clause , it will not express parameters that concern only relative clauses ; if it is a declarative sentence , it won ' t express the properties peculiar to questions ; and so on .",0
939,"if d~ satisfies a stopping criterion , the tree for dr is a leaf associated with the most frequent class in d~ .",0
940,the measures proposed include lapse supplementary budget and record public works spending in the firso half of ohe financial year .,0
941,the whole manual set consists of about 2500 annotated nouns .,0
942,new words are easily constructed by combining morphemes and their meanings are the semantic composition of morpheme components .,1
943,"the vector simply consists of an ordered list of terms , and therefore , the contextual cues have also disappeared .",1
944,is common to several entries and extracting it into abstract entries ( the result is a hierarchical organization of the resource ) .,0
945,who developed topic ?,0
946,the final classification is the one attained when all rules have been applied .,0
947,"of course , our application is sentence retrieval , not document retrieval , so we define term frequency as the number of times the word appears in the candidate sentence , and document frequency as the number of sentences in which this word appears .",1
948,"the level of a fact , f , in a piece of text is defined by the following algorithm : f . suppose { xl , x~ , . . . , xn } are the nodes relevant to f . let s be the partial network consisting of the set of nodes { xl , x~ , . . . , x~ } interconnected by the set of arcs { tl , t2 , . . . , tk } .",1
949,also kanji is a kind of ideogram and each character has its own meaning .,1
950,"the siglex ' 00 program committee enabled us to work within a very brief time frame , by quickly turning around reviews for the substantial number of submissions to the conference .",0
951,p ( occirel ) is replaced by log ( p ( occlrel ) /p ( occ ) ) in order to illustrate this borderline .,0
952,corpus : a corpus is an ordered set of strings .,1
953,"this paper describes a dialog helpsystem which advises users in using computer facilities and software applications provided by the center for information and multimedia studies , kyoto university .",0
954,consistency was measured by two means .,1
955,"in this paper we have presented a more efficient distributed algorithm which construct a breadth-first search tree in an asynchronous communication network p/t -/title lst/presents a model and gives an first we present a model and give overview of lstverview of related research , related research .",0
956,"text planner the input to the longbow text planner discussed in section 4 above is a representation of a picture in sage format ( which has been annotated to indicate the types of complexity of each grapheme ) together with a goal , which can typically be interpreted as `` describe '' .",1
957,"the data used in all of these experiments is the conll-2000 phrase chunking corpus ( conll , 2000 ) .",0
958,"we choose ltags as our target grammars ( i.e. , the grammars to be extracted ) because ltags possess many desirable properties , such as the extended domain of locality , which allows the encapsulation of all arguments of the anchor associated with an etree .",1
959,we also define ' coverage ' as the proportion of linked senses of korean words to all the senses of korean words in a test set .,1
960,"within each of these types , there are a number of conceptual primitives of that type , which are the basic building blocks of lcs structures .",1
961,"a corpus position for a corpus c is a tuple ( j , k ) , meaning the k th symbol in the jtb string in the corpus , with the restrictions : 1 _ < j _ < [ c [ and 0 _ < k _ < [ cu ] [ .",1
962,the network name is the identifier of the language model for the speech recognition .,1
963,the perplexity of the test sample decreases when a combination of models with k = 2 and k = 3 is used to predict string probabilities .,0
964,the second formalism that we introduce is the multi-document graph .,0
965,dtds determine the logical structure of documents and how to tag them accordingly .,1
966,"split of the data 'apte split , ' which consists of 9603 texts for training and 3299 texts for test .",1
967,"the ternary expressions that we use are not only linguistically-motivated , but also amenable to rapid large-scale indexing .",0
968,"while in this particular example there is a clear relation between senses ( sense 1 is involved in the action specified in sense 2 ) , it seems extremely difficult to find general clustering techniques based on word . net hierarchy to capture all potential ir clusters .",0
969,"the system consists of four components , a concept network , a query reformulation model , a standard search engine , and an automatic summarizer .",0
970,the penn treebank ( marcus et al .,0
971,"hence , presenting them to the user for selection is a reasonable course of action .",0
972,atlas offers a threelayers solution to the problem of integrating different data storage formats by providing a logical level which consists of the language formalism and the api .,1
973,one is the ckip chinese lexicon and another is the chinese text from www .,0
974,each record ( row ) in the entity file defines a unique entity .,0
975,"n ~ g ( su ) , g ( su ' ) ( 7 ) where f ( su , su ' ) is the co-occurrence frequency corresponding to sememe pair ( su , su ' ) in scfd .",1
976,"a different , distribution free inductive principle that is related to the pac model of learning is the basis for the account developed here .",0
977,"the interface is intended to be intuitive for users already familiar with keyword ir but adds the extra functionality of sortal , linguistic and positional constraints that are more common in ie .",0
978,"since the set { b , c } is missing from this list , there is a grouping in figure 1 that is not realized in figure 2b , so these representations are not isomorphic .",0
979,"c ( x~ , wz ) represents the count of the event that x and y occur adjacent and in this order in the training corpus .",1
980,wit features an incremental understanding mechanism that enables robust utterance understanding and realtime responses .,1
981,"in addition to these three themes , this year ' s workshop includes a special-theme session on • principles for evaluation of dialogue systems .",0
982,"mt has been used to facilitate cross-language information retrieval ( ir ) , topic detection and other , wide-scoped scenarios .",1
983,"e~ i aifi ( h , w ) p ( wlh ) = z ( h ) where fi ( h , w ) refers to a ( binary valued ) feature function that describes a certain event ; ai is a parameter that indicates how important feature fi is for the model and z ( h ) is a normalisation factor .",1
984,rdms is a table searching process .,1
985,the recall-based measures introduce a bias since they are based on the opinions of a small number of assessors .,0
986,the hotel regina is a small hotel .,1
987,"likewise the unknown word clinton is ( incorrectly ) interpreted as a common noun in ( 11 ) , as it is the last item of a noun phrase introduced by a determiner , but it becomes a proper name if another noun follows .",0
988,the network contains an input layer with two groups of features .,0
989,") presumably , the quality of most generation systems can only be assessed at a system level in a taskriented setting ( rather than by taking quantitative measures or by asking humans for quality assessments ) .",0
990,the system accepts users ' queries expressed in chinese natural language .,0
991,the objective function is defined as the sum of the code length for the model ( `` model description length `` ) and that for the data ( `` data description length `` ) .,1
992,"with tf ( t , d ) > 1 ~re t is an estimate of the total number of relevant where : d ( description ) , e ( query expansion ) documents .",1
993,"in pba , an unknown word is pronounced by matching substrings of the input to substrings of known , lexical words , hypothesizing a partial pronunciation for each matched substring from the phonological knowledge , and assembling the partial pronunciations .",0
994,"the tagging experiments were performed on the lob-corpus ( johansson et al , 1986 ) .",0
995,qs1 is the subset of questions whose number of morphological derivations and synonyms is higher than three ; qs2 is the subset whose number of lexical expansions is equal to two or three ; qs3 is the subset whose number of lexical expansions is lower than two .,1
996,having grammar rules encoded as unit clauses alleviates this problem as does our decision to use lgg rather than rlgg .,0
997,"this is common in information theory ( ash , 1965 ) ; that is , when the user makes a statement , it must be encoded , and the number of bits needed to encode the statement is a measure of its information content .",0
998,city ( ham ) -- > [ ] .,0
999,"by showing incremental addition of domain specification within the ilex system , we have demonstrated that it is a system which can function with varying degrees of information .",0
1000,"task-based dialog management using an agenda wei xu and alexander i. rudnicky school of computer science carnegie mellon university 5000 forbes ave pittsburgh , pa 15213 { xw , air ] @ cs .",0
1001,"given a rule of the following format , if xl , x2 , • • , xm then yl , y2 , .-. , yn where xt , ... , xm are antecedents and yt , ... , yn are consequences , the algorithm derives a pair of vectors a and b such that • for each index i = 1 , ... , m , 1 ifwi = xj for some j 6 { 1 , ... , m } ai = 0 otherwise ( 19 ) where wi is the i th entry in the keyword feature table ; and for each index i = 1 , ... , n , 1 ifwi = yj for some j e { 1 , ... , n } bi = 0 otherwise ( 20 ) where wi is the class label of the category i .",0
1002,probabilistic learners usually associate to uncertain information a measure of the confidence the system has in that information .,1
1003,uce filtering is a text categorization task .,1
1004,"when clauses are considered to be the elementary unit size , the predictions are correct in up to 81 % of the cases in which the algorithm makes a prediction -under the pre-condition that intra-sentential units axe handled first .",0
1005,a set of domain knowledge consists of 56 rules with about one to 10 rules for each category was generated .,0
1006,"cluster-based sentence utility ( cbsu , or utility ) refers to the degree of relevance ( from 0 to 10 ) of a `` particular sentence to the general topic of the entire cluster ( for a discussion of what is a topic , see [ allan et al .",1
1007,"like with the voting algorithms , we have tested these meta-classifiers with the output of the first classification stage .",0
1008,we believe that this approach represents a further value of the adam corpus .,0
1009,2.2 generating utterances the input to nlg from the dialogue manager is a frame of attribute-value pairs .,0
1010,the most that can be is the maximum object complexity in the class .,0
1011,"( cheng , 1998 ) describes interactions that need to be taken into account in aggregation .",0
1012,"a information retrieval scenario , a semantic document annotation scenario such as described in ( erdmann et al . , 2000 ) ) will allow us an application-specific evaluation of the ontology using standard measures such as precision and recall .",0
1013,audio comprehension tests are designed to help evaluate a listener 's understanding of a spoken passage and are frequently a key component of language competency exams .,1
1014,an arc is placed from node i to node j if there is a matched substring starting with li and ending with lj .,0
1015,"the most interesting result is the result of the msp condition in table 1 , which indicates that 81.8 % of the target data can be sense tagged with an accuracy of 79 % , significantly higher than chance ( 25.6 % ) as well as it is higher than the default tagging of 67.6 % .",0
1016,the mention is a child of a relative clause .,1
1017,"hence , tile mappings in ( 7 ) provide an explicit representation of the way information is rerdered and re-packaged when translated from japanese into english .",1
1018,si and sf stand for the initial and the final state of chunk whose descriptor is si .,1
1019,57 etrees .,0
1020,"'character set ' the initial task , given an incoming bit-stream , is to identify if a language-like structure exists and if detected what are the unique patterns/symbols , which constitute its 'character set ' .",0
1021,"these types include : the explicit topic of the document , the situation , the identification of the problem , the 'identification of the solution , the research goal , the explicit topic of a section , the • authors ' development , the inferences , the description of a topical entity , the definition • of a topical entity , the relevance of a topical enthy , the advantages , etc .",0
1022,"in regard to the position method , hovy and lin ( 1997 ) considered the title is the most likely to bear topics .",0
1023,"category choice : given the f~ and f1 b input vectors a and b , for each f2 node j , the choice function tj is defined by ia aw~l ib a w~l = ~a~ + iw~'l + ( 1 -- ~ ) ~b + iw~l ' ( s ) where the fuzzy and operation a is defined by ( p a q ) i -- ~ min ( pi , qi ) , ( 9 ) and where the norm i-i is defined by ipl -= ~pi ( 10 ) i for vectors p and q .",1
1024,"25 the attribute vtype is mandatory , vtype is a reference to a description of a guideline violation in a file which contains the different kinds of violations of the individual guidelines .",1
1025,the features themselves were culled using this schema on 2290 sentences from the training data .,0
1026,the main focus of the paper is the description of two features which are particularly useful for attribution determination : prototypical agents and actions .,0
1027,"we pick as the answer to the question the sentence whose feature vector was classified positive with the highest confidence , or in the absence of such , the sentence classified negative with the lowest confidence .",0
1028,"• pp rules for word-sense disambiguation : for some nouns ( propernouns ) which are the object of a preposition , the intersection of the semtype value sets of the preposition word and its object determines their semtype .",1
1029,"this system , named lnterlingua slot structure ( 1ss ) , generates an interlingua representation from the ss of the sentence .",1
1030,below is the performance on the test set of the resulting model when features for disambiguating verb forms are added to the model of section 2 .,0
1031,"in this paper , we have summarized the evidence for this view of human conversation , and shown how it informs the generation of communicative action in our artificial embodied conversational agent , rea .",1
1032,"second , czech language is a free word-order language what implies that the process of recognition of the verb group structure is much more difficult .",1
1033,"the probability distribution is the distribution p that has the maximum entropy relative to a prior distribution p0 ( in other words : the distribution that minimize de divergence d ( pllpo ) ) ( della pietra et al. , 1995 ) .",1
1034,"although the five categories are defined by us , they can describe basic situations of chinese .",0
1035,4.1 the parsing model a parser is a relation parser c_ sentences x queries where sentences and queries are the sets of natural language sentences and database queries respectively .,1
1036,"the segmentation component provides a word lattice of the sentence that contains all the possible words , and the final disambiguation is achieved in the parsing process .",1
1037,the deep read group provided us with an on-line version of the remedia material along with several marked up versions of * this research was supported in part by nsf grant lis sbr 9720368 .,0
1038,"lexical model the desired output structure of our combined parser/word-sense disambiguator is a standard , treebank-style parse tree , where the words not only have parts ef speech , but also wordnet synsets .",0
1039,"we used the `` short query ' ' condition of the nacsis ntcir-1 test collection ( kando et al . , 1999 ) which consists of about 300,000 documents in japanese , plus about 30 queries with labeled relevance judgement for training and 53 queries with relevance judgements for testing .",1
1040,"the task of summarization is to identify informative evidence from a given document , which are most relevant to its content and create a shorter version of smnmary of the document from this information .",1
1041,the first of these is the `` bag of verbs `` ( bov ) technique .,0
1042,"but in `` every patient with a balloon pump had hypertension `` , the existentially quantified expression `` with a balloon pump `` is a restrictive modifier of its head .",0
1043,"however , many prior techniques used in natural language information retrieval ( e . g . , head/modifier pairs ) can be expressed within the itextor framework , and furthermore the system provides a playground for experimenting with new techniques .",1
1044,the second feature template has the form : the last verb is v and the current word is w and w has been tagged as a particle and the current tag is t . the last verb is the pseudo-symbol na if there is no verb in the previous three positions .,0
1045,the nouns that refer to concrete objects and verbal actions are similar to adjectives when they represent a level in context .,0
1046,equal is open in something of type collection where that collection is a partition of something .,0
1047,this is a way to decrease or eliminate the negative influence of synonyms in relevant documents .,0
1048,"for example , n ( vl2 ( c ) ) pv12 ( c ) = n ( c ) where n ( v12 ( c ) ) is the number of occurrences of a character in the first position of a two-character verb while n ( c ) is the total number of occurrences of this character in the dictionary headwords .",1
1049,"this alleviates the problem of overpartitioning of data , which is a widely-recognized concern during decision tree growth .",1
1050,"the next most affected phrase type is the adjp , which can often be joined with or removed from the np .",0
1051,"the first , ib1 is a k-nearest neighbour algorithm .",1
1052,the product f~w=~wtvk is the projection of ~t into the k-dimensional latent semantic space .,1
1053,"since ~the motherboard '' in ( l-a ) is a definite noun phrase and syntactic as well as conceptual information match with the plausible antecedent `` the p6lxz-a ' , a referential link can be established , see the iscoreferential relation in figure 6 .",0
1054,the next section describes the pipeline up to tagging .,0
1055,"buildfactoringstrategy ( matrix ) : returns inside a list a pair ( dim , increasing ) where dim is the matrix ' s dimension ( i.e. , column ) with the lowest number of distinct values .",1
1056,the lexicon entry or root lcs ( rlcs ) of one sense of the chinese verb xuel_jian3 is as follows : ( 1 ) ( act_on loc ( * thing 1 ) ( * thing 2 ) ( ( * [ on ] 23 ) loc ( *head* ) ( thing 24 ) ) ( cut+ingly 26 ) ( down+/m ) ) the top node in the .,0
1057,"by coordinating thesaurus semantic categories ( semcats ) of the long run words to the semantic categories of paragraphs , we conclude that for paragraphs containing both long runs and short runs , the semcat weight of long runs of content words is a strong predictor of the semantic coherence of the paragraph .",0
1058,"the biggest remaining step is a more careful evaluation of different sub-systems and preference strategies to more efficiently process very ambiguous and complex inputs , without substantially sacrificing translation quality .",0
1059,"soft decision-making is also useful when the system is one of the components in a larger decision-malting process , as is the case in speech recognition systems ( bald et al . , 1989 ) , or in an ensemble system like adaboost ( freund and schapire , 1997 ) .",1
1060,"in figure 6 , acceptable is the sum of perfect and ok scores , s figure 6 shows the results of the intra-site and inter-site evaluations .",1
1061,the accuracy of the decision trees was 80.45 % for encarta and 78.36 % for the wall street journal .,0
1062,the user's query is a formal statement of user 's information need .,1
1063,part ( i ) of the system response summarizes the most salient constraints of the user input using the summary script of section 5 s. part ( 2 ) is a specification of the significant information common to all flights .,0
1064,"unfortunately , the fourth sentence needs to use the missing rule twice to get a parse , and it is a fundamental limitation of our approach that a missing rule can only be recovered from a failed parse if it is required only once .",0
1065,"we start initially with a relational database , as defined by a set of tab-delimited database files , plus some minimal semantics .",1
1066,the value of different subjects is measured as follows .,0
1067,"however , traditional dependency gammar realizes the dependency relations between any of two specific words , then numerous word based dependency knowledge should be constructed , this is a time-consuming task .",0
1068,"2.2 making measures of association available to the parser to make the measures of association available to the parser , we started by discretizing each measure , that , is substituting for each continuous measurement a set of binary predicates coarsely describing its approximate value .",0
